Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21161","Share of AFS employment in total employment","1","Total","2013","2013","6121","Value","3044","FAO Model","%","37.43","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21161","Share of AFS employment in total employment","1","Total","2014","2014","6121","Value","3044","FAO Model","%","35.37","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21161","Share of AFS employment in total employment","1","Total","2015","2015","6121","Value","3044","FAO Model","%","33.99","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21161","Share of AFS employment in total employment","1","Total","2016","2016","6121","Value","3044","FAO Model","%","33.21","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21161","Share of AFS employment in total employment","1","Total","2017","2017","6121","Value","3044","FAO Model","%","32.34","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21161","Share of AFS employment in total employment","1","Total","2018","2018","6121","Value","3044","FAO Model","%","31.51","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21161","Share of AFS employment in total employment","1","Total","2019","2019","6121","Value","3044","FAO Model","%","30.6","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21161","Share of AFS employment in total employment","1","Total","2020","2020","6121","Value","3044","FAO Model","%","29.6","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21161","Share of AFS employment in total employment","1","Total","2021","2021","6121","Value","3044","FAO Model","%","28.99","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2000","2000","6121","Value","3044","FAO Model","%","90.14","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2001","2001","6121","Value","3044","FAO Model","%","89.93","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2002","2002","6121","Value","3044","FAO Model","%","89.71","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2003","2003","6121","Value","3044","FAO Model","%","89.78","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2004","2004","6121","Value","3044","FAO Model","%","89.6","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2005","2005","6121","Value","3044","FAO Model","%","89.41","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2006","2006","6121","Value","3044","FAO Model","%","89.16","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2007","2007","6121","Value","3044","FAO Model","%","88.99","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2008","2008","6121","Value","3044","FAO Model","%","87.92","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2009","2009","6121","Value","3044","FAO Model","%","86.73","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2010","2010","6121","Value","3044","FAO Model","%","85.52","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2011","2011","6121","Value","3044","FAO Model","%","84.01","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2012","2012","6121","Value","3044","FAO Model","%","82.68","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2013","2013","6121","Value","3044","FAO Model","%","82.01","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2014","2014","6121","Value","3044","FAO Model","%","81.41","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2015","2015","6121","Value","3044","FAO Model","%","81.12","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2016","2016","6121","Value","3044","FAO Model","%","81.12","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2017","2017","6121","Value","3044","FAO Model","%","81.05","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2018","2018","6121","Value","3044","FAO Model","%","80.27","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2019","2019","6121","Value","3044","FAO Model","%","79.37","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2020","2020","6121","Value","3044","FAO Model","%","78.34","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21162","Share of agricultural employment in total AFS employment","1","Total","2021","2021","6121","Value","3044","FAO Model","%","78.48","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2000","2000","6121","Value","3044","FAO Model","%","9.86","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2001","2001","6121","Value","3044","FAO Model","%","10.07","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2002","2002","6121","Value","3044","FAO Model","%","10.29","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2003","2003","6121","Value","3044","FAO Model","%","10.22","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2004","2004","6121","Value","3044","FAO Model","%","10.4","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2005","2005","6121","Value","3044","FAO Model","%","10.59","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2006","2006","6121","Value","3044","FAO Model","%","10.84","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2007","2007","6121","Value","3044","FAO Model","%","11.01","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2008","2008","6121","Value","3044","FAO Model","%","12.08","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2009","2009","6121","Value","3044","FAO Model","%","13.27","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2010","2010","6121","Value","3044","FAO Model","%","14.48","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2011","2011","6121","Value","3044","FAO Model","%","15.99","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2012","2012","6121","Value","3044","FAO Model","%","17.32","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2013","2013","6121","Value","3044","FAO Model","%","17.99","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2014","2014","6121","Value","3044","FAO Model","%","18.59","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2015","2015","6121","Value","3044","FAO Model","%","18.88","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2016","2016","6121","Value","3044","FAO Model","%","18.88","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2017","2017","6121","Value","3044","FAO Model","%","18.95","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2018","2018","6121","Value","3044","FAO Model","%","19.73","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2019","2019","6121","Value","3044","FAO Model","%","20.63","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2020","2020","6121","Value","3044","FAO Model","%","21.66","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21164","Share of non-agricultural AFS employment in total AFS employment","1","Total","2021","2021","6121","Value","3044","FAO Model","%","21.52","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2000","2000","6121","Value","3044","FAO Model","%","5.47","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2001","2001","6121","Value","3044","FAO Model","%","5.51","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2002","2002","6121","Value","3044","FAO Model","%","318.56","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2003","2003","6121","Value","3044","FAO Model","%","5.5","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2004","2004","6121","Value","3044","FAO Model","%","5.36","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2005","2005","6121","Value","3044","FAO Model","%","5.22","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2006","2006","6121","Value","3044","FAO Model","%","5.09","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2007","2007","6121","Value","3044","FAO Model","%","4.96","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2008","2008","6121","Value","3044","FAO Model","%","5.35","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2009","2009","6121","Value","3044","FAO Model","%","5.73","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2010","2010","6121","Value","3044","FAO Model","%","6.11","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2011","2011","6121","Value","3044","FAO Model","%","6.5","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2012","2012","6121","Value","3044","FAO Model","%","6.89","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2013","2013","6121","Value","3044","FAO Model","%","6.73","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2014","2014","6121","Value","3044","FAO Model","%","6.57","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2015","2015","6121","Value","3044","FAO Model","%","6.42","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2016","2016","6121","Value","3044","FAO Model","%","6.27","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2017","2017","6121","Value","3044","FAO Model","%","6.13","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2018","2018","6121","Value","3044","FAO Model","%","6.22","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2019","2019","6121","Value","3044","FAO Model","%","6.31","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2020","2020","6121","Value","3044","FAO Model","%","6.41","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21167","Share of non-agricultural AFS employment in total employment","1","Total","2021","2021","6121","Value","3044","FAO Model","%","6.24","E","Estimated value",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","1991","1991","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","384642.48","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","1992","1992","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","381288.61","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","1993","1993","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","370289.34","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","1994","1994","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","359708.83","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","1995","1995","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","349563.17","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","1996","1996","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","341951.1","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","1997","1997","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","342059.87","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","1998","1998","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","345670.3","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","1999","1999","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","351707.6","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","2000","2000","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","355268.79","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","2001","2001","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","356639.24","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","2002","2002","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","358848.82","X","Figure from international organizations",""
"OEA","Employment Indicators: Agriculture and agrifood systems","159","China","21144","Employment in agriculture - ILO modelled estimates","1","Total","2003","2003","6199","Value","3043","ILO - ILO Modelled Estimates","1000 No","354734.39","X","Figure from international organizations",""
